Player,Nation,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Gls,Ast,PK,PKatt,xG_Expected,npxG_Expected,xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Lost_Challenges,Sh_Blocks,Pass_Blocks,Int,Clr,Err,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_Medium,Att_Medium,Cmp_Long,Att_Long,xA,KP,Final_Third,PPA,CrsPA,Sh_Standard,SoT_Standard,Dist_Standard,FK_Standard,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,SCA_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Tkld_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Pos,Squad
Abdou Harroui,NED,24,1999,23,5,647,2,0,0,0,1.5,1.5,0.3,21.0,36.0,32.0,7.2,17.0,6,6.0,7.0,4.0,2.0,7.0,5.0,1.0,5.0,2,10.0,0.0,254.0,308.0,3861.0,992.0,133.0,147.0,98.0,116.0,14.0,21.0,0.5,6.0,35.0,7.0,2.0,14,4,23.4,0.0,308.0,303.0,5.0,0.0,1.0,1.0,11,2.0,0.0,0.0,0.0,0.0,254.0,0.0,7.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,395.0,16.0,68.0,211.0,126.0,15.0,395.0,15.0,11.0,4.0,228.0,1379.0,632.0,20.0,3.0,12.0,13.0,279.0,13,3,1,11,0.0,0.0,0,38.0,9.0,5.0,MF,Sassuolo
Abdoul Kader Bamba,FRA,28,1995,4,1,78,0,0,0,0,0.1,0.1,0.0,1.0,3.0,12.0,0.9,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0,1.0,0.0,36.0,44.0,485.0,148.0,16.0,20.0,15.0,17.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1,1,19.3,0.0,44.0,39.0,5.0,2.0,0.0,1.0,3,2.0,1.0,1.0,0.0,0.0,36.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,8.0,23.0,23.0,2.0,54.0,1.0,0.0,0.0,42.0,236.0,79.0,1.0,1.0,1.0,4.0,40.0,3,2,1,3,0.0,0.0,0,5.0,2.0,0.0,"FW,MF",Nantes
Abdoulaye Bamba,CIV,32,1991,21,12,1364,0,0,0,0,0.0,0.0,0.3,8.0,36.0,19.0,15.2,22.0,12,15.0,5.0,2.0,16.0,19.0,3.0,3.0,4.0,18,38.0,0.0,619.0,721.0,10973.0,3954.0,248.0,266.0,302.0,341.0,53.0,81.0,0.6,4.0,46.0,6.0,3.0,0,0,0.0,0.0,721.0,651.0,70.0,17.0,2.0,0.0,19,53.0,0.0,0.0,0.0,0.0,619.0,0.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,52.0,317.0,442.0,81.0,2.0,832.0,9.0,4.0,4.0,598.0,2647.0,1112.0,5.0,0.0,9.0,4.0,541.0,10,13,4,19,0.0,0.0,0,68.0,17.0,14.0,DF,Angers
Abdoulaye Doucouré,MLI,29,1994,25,17,1533,5,2,0,0,2.4,2.4,2.2,23.0,38.0,66.0,17.0,31.0,20,9.0,15.0,7.0,12.0,37.0,25.0,3.0,23.0,13,11.0,0.0,430.0,548.0,5637.0,1333.0,262.0,317.0,140.0,170.0,7.0,13.0,1.4,22.0,29.0,10.0,0.0,20,8,13.2,0.0,548.0,530.0,16.0,0.0,1.0,0.0,8,0.0,0.0,0.0,0.0,0.0,430.0,2.0,14.0,45.0,38.0,0.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,713.0,18.0,156.0,327.0,242.0,45.0,713.0,33.0,20.0,11.0,371.0,1689.0,896.0,16.0,7.0,27.0,13.0,440.0,21,4,8,8,0.0,1.0,0,100.0,13.0,30.0,MF,Everton
Abdu Conté,POR,24,1999,19,15,1315,1,2,0,0,0.6,0.6,2.0,32.0,56.0,91.0,14.6,25.0,17,14.0,8.0,3.0,12.0,22.0,10.0,6.0,7.0,6,25.0,0.0,591.0,754.0,10401.0,3886.0,256.0,303.0,270.0,324.0,52.0,83.0,1.8,14.0,41.0,14.0,6.0,4,2,15.3,0.0,754.0,613.0,138.0,12.0,2.0,5.0,37,126.0,0.0,0.0,0.0,0.0,591.0,3.0,30.0,24.0,20.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,869.0,48.0,285.0,385.0,206.0,19.0,869.0,17.0,2.0,14.0,591.0,3294.0,1623.0,21.0,6.0,9.0,6.0,542.0,12,12,4,37,0.0,2.0,0,71.0,16.0,7.0,DF,Troyes
Abdul Mumin,GHA,24,1999,16,9,922,0,0,0,0,0.4,0.4,0.0,5.0,19.0,1.0,10.2,11.0,9,5.0,6.0,0.0,3.0,7.0,4.0,5.0,8.0,9,36.0,2.0,299.0,390.0,6424.0,1975.0,73.0,82.0,180.0,202.0,45.0,99.0,0.1,1.0,18.0,1.0,1.0,6,1,11.3,0.0,390.0,370.0,19.0,15.0,0.0,4.0,3,4.0,0.0,0.0,0.0,0.0,299.0,1.0,3.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,59.0,248.0,231.0,19.0,8.0,493.0,9.0,5.0,4.0,268.0,1328.0,646.0,6.0,0.0,4.0,5.0,270.0,7,8,0,3,0.0,0.0,0,54.0,13.0,18.0,DF,Rayo Vallecano
Abdón Prats,ESP,29,1994,26,2,416,1,1,0,0,0.7,0.7,1.4,1.0,8.0,15.0,4.6,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,2.0,0.0,58.0,91.0,874.0,173.0,27.0,45.0,18.0,28.0,6.0,7.0,0.2,7.0,4.0,3.0,0.0,6,4,13.9,0.0,91.0,86.0,5.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,141.0,4.0,10.0,78.0,54.0,16.0,141.0,9.0,3.0,5.0,72.0,273.0,56.0,1.0,3.0,8.0,14.0,100.0,5,6,2,0,0.0,0.0,0,12.0,14.0,38.0,"FW,MF",Mallorca
Abner,BRA,22,2001,13,7,607,0,0,0,0,1.7,1.7,0.1,8.0,16.0,25.0,6.7,12.0,9,9.0,2.0,1.0,7.0,16.0,9.0,2.0,6.0,8,24.0,0.0,252.0,351.0,3886.0,1578.0,130.0,149.0,94.0,134.0,16.0,42.0,0.5,2.0,18.0,3.0,1.0,5,1,13.6,0.0,351.0,275.0,75.0,1.0,0.0,2.0,13,74.0,0.0,0.0,0.0,0.0,252.0,1.0,15.0,8.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,425.0,25.0,128.0,189.0,113.0,11.0,425.0,10.0,3.0,7.0,204.0,858.0,469.0,7.0,4.0,10.0,4.0,231.0,8,2,0,13,0.0,1.0,0,43.0,9.0,16.0,DF,Betis
Achraf Dari,MAR,23,2000,18,15,1317,1,0,0,0,0.4,0.4,0.0,3.0,33.0,1.0,14.6,21.0,14,15.0,5.0,1.0,14.0,20.0,6.0,10.0,6.0,19,65.0,2.0,547.0,690.0,12287.0,4337.0,123.0,144.0,308.0,343.0,106.0,183.0,0.1,1.0,25.0,0.0,0.0,4,2,15.4,0.0,690.0,661.0,27.0,27.0,0.0,7.0,1,0.0,0.0,0.0,0.0,0.0,547.0,2.0,4.0,7.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,846.0,135.0,480.0,356.0,16.0,9.0,846.0,1.0,1.0,0.0,561.0,2954.0,1268.0,1.0,0.0,4.0,3.0,493.0,13,13,2,1,1.0,1.0,0,78.0,35.0,24.0,DF,Brest
Achraf Hakimi,MAR,23,2000,28,23,2053,5,3,0,0,3.8,3.8,3.0,85.0,99.0,229.0,22.8,54.0,34,19.0,20.0,15.0,31.0,59.0,28.0,2.0,32.0,16,19.0,0.0,1373.0,1538.0,17560.0,4800.0,875.0,952.0,378.0,416.0,28.0,40.0,5.3,33.0,49.0,46.0,13.0,18,9,14.9,0.0,1538.0,1422.0,116.0,12.0,1.0,1.0,42,101.0,3.0,0.0,0.0,0.0,1373.0,0.0,35.0,75.0,64.0,1.0,4.0,2.0,2.0,2.0,9.0,5.0,0.0,1.0,1.0,1.0,1.0,1772.0,49.0,361.0,716.0,713.0,82.0,1772.0,74.0,29.0,32.0,1414.0,7700.0,4281.0,66.0,22.0,29.0,23.0,1326.0,29,19,5,42,1.0,0.0,0,129.0,7.0,7.0,"DF,MF",Paris S-G
Adam Armstrong,ENG,25,1998,30,14,1335,2,1,0,0,2.1,2.1,1.3,39.0,16.0,70.0,14.8,14.0,9,6.0,5.0,3.0,3.0,10.0,7.0,3.0,12.0,5,6.0,0.0,220.0,302.0,3235.0,585.0,120.0,146.0,71.0,89.0,13.0,23.0,0.8,11.0,13.0,10.0,2.0,25,12,15.9,0.0,302.0,267.0,35.0,0.0,0.0,4.0,14,3.0,0.0,0.0,0.0,0.0,220.0,0.0,21.0,24.0,19.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,458.0,11.0,71.0,176.0,222.0,46.0,458.0,43.0,13.0,25.0,255.0,2338.0,996.0,29.0,11.0,24.0,22.0,273.0,17,9,2,14,0.0,0.0,0,54.0,5.0,21.0,"FW,MF",Southampton
Adam Buksa,POL,26,1997,8,0,101,0,0,0,0,0.0,0.0,0.0,1.0,3.0,9.0,1.1,1.0,0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0,0.0,0.0,15.0,24.0,245.0,53.0,7.0,11.0,7.0,9.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0,0,0.0,0.0,24.0,23.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,19.0,15.0,7.0,35.0,0.0,0.0,0.0,27.0,115.0,25.0,0.0,1.0,7.0,2.0,29.0,5,1,0,1,0.0,0.0,0,2.0,1.0,5.0,"FW,MF",Lens
Adam Forshaw,ENG,30,1993,12,5,479,0,0,0,0,0.0,0.0,0.9,4.0,33.0,7.0,5.3,12.0,9,5.0,7.0,0.0,7.0,17.0,10.0,1.0,8.0,4,2.0,0.0,196.0,244.0,3318.0,1127.0,102.0,111.0,59.0,67.0,28.0,51.0,0.6,8.0,30.0,4.0,2.0,1,0,26.4,0.0,244.0,222.0,22.0,7.0,0.0,2.0,20,2.0,9.0,6.0,2.0,0.0,196.0,0.0,4.0,16.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,7.0,64.0,171.0,62.0,1.0,293.0,11.0,8.0,3.0,179.0,1085.0,360.0,8.0,0.0,6.0,8.0,186.0,6,5,0,20,0.0,0.0,0,37.0,2.0,6.0,MF,Leeds United
Adam Hložek,CZE,20,2003,29,16,1286,5,3,0,0,2.7,2.7,2.5,22.0,32.0,70.0,14.3,9.0,4,4.0,3.0,2.0,3.0,9.0,6.0,2.0,7.0,6,9.0,0.0,241.0,332.0,3525.0,988.0,145.0,178.0,63.0,88.0,20.0,30.0,1.3,18.0,21.0,6.0,0.0,30,11,16.9,2.0,332.0,309.0,23.0,1.0,1.0,2.0,15,1.0,11.0,5.0,4.0,0.0,241.0,0.0,10.0,39.0,30.0,3.0,1.0,4.0,1.0,0.0,8.0,6.0,0.0,0.0,2.0,0.0,0.0,490.0,11.0,49.0,236.0,210.0,42.0,490.0,22.0,9.0,7.0,251.0,1125.0,535.0,17.0,9.0,43.0,22.0,356.0,19,20,1,15,0.0,0.0,0,37.0,24.0,43.0,"FW,MF",Leverkusen
Adam Lallana,ENG,34,1989,16,12,722,2,1,0,0,0.9,0.9,1.0,10.0,33.0,43.0,8.0,9.0,4,6.0,2.0,1.0,0.0,7.0,7.0,0.0,6.0,2,1.0,0.0,262.0,317.0,3033.0,656.0,173.0,194.0,57.0,74.0,6.0,9.0,1.2,14.0,23.0,9.0,1.0,8,5,13.3,0.0,317.0,304.0,11.0,2.0,0.0,0.0,3,2.0,1.0,0.0,0.0,0.0,262.0,2.0,5.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,373.0,6.0,43.0,180.0,151.0,33.0,373.0,6.0,3.0,3.0,206.0,839.0,420.0,4.0,4.0,15.0,11.0,295.0,2,7,0,3,0.0,0.0,0,25.0,8.0,9.0,"MF,FW",Brighton
Adam Marušić,MNE,29,1994,33,31,2760,0,2,0,0,0.7,0.7,1.1,38.0,116.0,43.0,30.7,41.0,30,23.0,14.0,4.0,25.0,39.0,14.0,6.0,14.0,38,63.0,1.0,1564.0,1829.0,23902.0,9688.0,866.0,939.0,546.0,644.0,104.0,164.0,1.2,9.0,107.0,7.0,4.0,16,7,24.0,0.0,1829.0,1573.0,253.0,28.0,0.0,8.0,17,225.0,0.0,0.0,0.0,0.0,1564.0,3.0,18.0,35.0,28.0,3.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2049.0,100.0,795.0,1005.0,260.0,17.0,2049.0,15.0,10.0,3.0,1065.0,4702.0,2669.0,39.0,4.0,13.0,13.0,1334.0,22,14,1,17,0.0,0.0,0,175.0,29.0,25.0,DF,Lazio
Adam Masina,MAR,28,1995,14,8,789,2,0,0,0,0.1,0.1,0.2,4.0,24.0,6.0,8.8,10.0,7,7.0,3.0,0.0,6.0,15.0,9.0,4.0,7.0,10,28.0,1.0,332.0,428.0,7007.0,2817.0,110.0,125.0,164.0,195.0,56.0,99.0,0.3,2.0,26.0,5.0,3.0,2,2,12.3,0.0,428.0,386.0,40.0,13.0,1.0,6.0,10,27.0,0.0,0.0,0.0,0.0,332.0,2.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,55.0,243.0,219.0,41.0,6.0,496.0,4.0,3.0,0.0,297.0,1477.0,714.0,3.0,1.0,4.0,1.0,307.0,11,1,0,10,0.0,1.0,0,44.0,26.0,11.0,DF,Udinese
Adam Ounas,ALG,25,1998,23,12,1079,1,1,0,0,2.3,2.3,2.8,58.0,70.0,126.0,12.0,20.0,11,4.0,10.0,6.0,8.0,13.0,5.0,0.0,16.0,8,5.0,0.0,416.0,586.0,7431.0,2269.0,196.0,241.0,155.0,221.0,53.0,88.0,2.9,26.0,36.0,33.0,4.0,27,9,46.6,3.0,586.0,526.0,54.0,11.0,5.0,6.0,75,7.0,36.0,15.0,8.0,0.0,416.0,6.0,20.0,58.0,36.0,11.0,5.0,4.0,2.0,0.0,7.0,3.0,1.0,0.0,2.0,1.0,0.0,746.0,6.0,60.0,282.0,425.0,38.0,746.0,84.0,39.0,31.0,578.0,4164.0,2122.0,45.0,11.0,25.0,25.0,549.0,15,29,2,75,1.0,0.0,0,60.0,6.0,10.0,"FW,MF",Lille + Napoli
Adam Smith,ENG,31,1992,37,34,2943,0,1,0,0,0.5,0.5,1.3,28.0,83.0,54.0,32.7,49.0,29,27.0,19.0,3.0,29.0,60.0,31.0,13.0,17.0,25,81.0,1.0,953.0,1264.0,16233.0,6898.0,450.0,513.0,398.0,501.0,88.0,194.0,1.5,16.0,70.0,28.0,19.0,5,1,16.2,0.0,1264.0,987.0,276.0,22.0,0.0,2.0,48,254.0,0.0,0.0,0.0,0.0,953.0,1.0,29.0,29.0,25.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1527.0,112.0,602.0,650.0,296.0,17.0,1527.0,30.0,6.0,17.0,647.0,2762.0,1368.0,21.0,3.0,21.0,4.0,771.0,29,27,0,48,0.0,1.0,0,128.0,29.0,38.0,DF,Bournemouth
Adam Webster,ENG,27,1996,27,23,1985,0,0,0,0,1.8,1.8,0.2,19.0,119.0,9.0,22.1,22.0,12,10.0,9.0,3.0,11.0,19.0,8.0,19.0,11.0,19,55.0,4.0,1514.0,1715.0,27890.0,10260.0,565.0,612.0,811.0,886.0,125.0,178.0,0.4,6.0,120.0,5.0,1.0,18,2,11.2,0.0,1715.0,1650.0,63.0,28.0,0.0,6.0,2,35.0,0.0,0.0,0.0,0.0,1514.0,2.0,10.0,20.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1888.0,170.0,819.0,969.0,108.0,27.0,1888.0,8.0,3.0,4.0,1228.0,6306.0,3739.0,18.0,0.0,11.0,5.0,1369.0,10,6,1,2,0.0,0.0,1,143.0,60.0,27.0,DF,Brighton
