Player,Nation,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Gls,Ast,PK,PKatt,xG_Expected,npxG_Expected,xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Lost_Challenges,Sh_Blocks,Pass_Blocks,Int,Clr,Err,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_Medium,Att_Medium,Cmp_Long,Att_Long,xA,KP,Final_Third,PPA,CrsPA,Sh_Standard,SoT_Standard,Dist_Standard,FK_Standard,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,SCA_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Tkld_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Pos,Squad
Djordje Mihailovic,USA,23.0,2000.0,0.0,5,538,1,1,0,0,1.9,1.9,1.2,12,23,36,6.0,25,12,11,14,0,7,10,3,0,4,3,4,0,167,219,2444,524,84,106,65,79,7,10,0.6,11,13,9,0,10,4,15.6,0,219,207,12,1,0,0,1,2,8,0,1,0,167,0,7,20,17,1,0,2,0,0,2,2,0,0,0,0,0,302,7,44,144,120,24,302,7,3,4,157,888,372,8,6,23,5,188,10,7,2,1,0,0,0,37,9,8,"MF,FW",AZ Alkmaar
Doke Schmidt,NED,30.0,1993.0,0.0,20,1666,0,0,0,0,0.1,0.1,0.4,16,65,8,18.5,47,25,31,13,3,35,63,28,12,8,23,62,0,743,992,14820,5302,247,291,372,461,109,203,0.5,9,63,9,3,5,1,31.6,0,992,797,192,26,0,10,18,166,0,0,0,0,743,3,14,24,20,2,0,1,1,0,2,2,0,0,0,0,0,1176,99,490,565,126,1,1176,6,2,4,490,2237,1230,13,1,4,3,549,23,12,0,18,0,2,0,97,21,8,DF,Cambuur
Doğan Erdoğan,TUR,25.0,1998.0,27.0,19,1695,0,0,0,0,0.0,0.0,0.7,10,83,23,18.8,37,25,23,12,2,14,30,16,3,11,17,40,0,599,803,11156,4188,266,316,230,301,85,145,1.2,11,67,12,3,2,0,28.8,0,803,753,43,11,1,13,14,31,0,0,0,0,599,7,8,21,21,0,0,0,0,0,1,1,0,0,0,0,0,969,65,303,532,143,3,969,25,17,6,465,2242,1103,5,0,20,17,529,17,16,0,14,0,0,0,120,20,15,"MF,DF",Fortuna Sittard
Dušan Tadić,SRB,33.0,1990.0,34.0,34,2964,11,17,4,4,9.3,6.1,19.6,97,250,585,32.9,26,14,8,10,8,12,20,8,4,28,7,21,0,1320,1904,21845,7519,712,841,399,571,156,306,23.7,163,87,138,34,42,15,17.8,8,1904,1603,289,49,17,2,337,47,168,41,102,0,1320,12,81,250,166,72,3,5,3,1,23,17,5,0,0,1,0,2194,22,121,536,1549,292,2190,54,23,22,1321,6068,2602,58,27,71,74,1614,26,38,14,337,0,0,0,105,13,20,"FW,MF",Ajax
Dylan van Wageningen,NED,19.0,2004.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FW,Sparta Rotterdam
Dávid Hancko,SVK,24.0,1999.0,0.0,31,2745,2,4,0,0,3.1,3.1,2.3,63,227,44,30.5,71,43,43,24,4,44,53,9,16,13,31,103,1,1986,2282,38119,13910,708,751,1056,1148,200,334,2.2,19,249,11,2,42,11,13.1,0,2282,2188,91,44,3,16,23,35,0,0,0,0,1986,3,13,65,52,2,2,6,3,0,6,3,0,0,3,0,0,2615,228,1015,1368,255,66,2615,19,13,5,1697,9450,6326,40,3,29,8,1818,12,19,2,23,0,0,0,231,37,24,DF,Feyenoord
Edson Álvarez,MEX,24.0,1999.0,31.0,30,2586,3,3,0,0,3.4,3.4,4.2,73,223,22,28.7,71,40,40,26,5,44,72,28,13,23,36,76,1,2138,2411,37145,12004,880,968,1069,1160,147,205,4.0,28,218,24,1,63,18,15.1,0,2411,2365,42,32,6,13,2,9,0,0,0,0,2138,4,11,58,47,0,1,8,2,0,8,6,0,0,2,0,0,2811,188,864,1582,394,86,2811,39,18,18,1792,11565,6327,60,0,26,21,1943,34,14,3,2,0,0,0,264,97,73,"MF,DF",Ajax
Elayis Tavsan,NED,21.0,2002.0,32.0,30,2539,3,3,0,0,5.2,5.2,3.7,126,66,210,28.2,40,26,14,17,9,13,30,17,1,25,6,13,0,566,746,8944,1637,283,322,206,264,45,76,3.1,25,26,27,2,71,16,18.9,2,746,699,44,15,4,4,70,7,21,2,19,0,566,3,35,82,39,8,18,6,11,0,9,5,0,1,1,2,0,1117,10,127,416,595,108,1117,168,69,70,784,6918,3305,87,53,67,43,821,25,58,5,70,0,0,0,91,10,27,FW,NEC Nijmegen
Elias Hoff Melkersen,NOR,19.0,2004.0,2.0,0,11,0,0,0,0,0.0,0.0,0.0,1,1,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,6,65,34,0,2,3,3,0,0,0.0,0,0,1,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4,2,0,7,1,1,0,5,66,43,2,0,0,1,7,0,0,1,0,0,0,0,2,2,2,FW,Sparta Rotterdam
Elvis Manu,NED,28.0,1995.0,10.0,8,610,0,0,0,0,0.9,0.9,0.1,21,11,55,6.8,6,5,3,0,3,3,8,5,0,3,3,8,0,108,161,1516,353,65,87,31,42,5,9,0.5,5,6,6,2,14,4,17.4,0,161,152,7,4,0,2,8,1,0,0,0,0,108,2,8,22,13,1,4,2,1,1,1,1,0,0,0,0,0,248,10,24,87,140,37,248,24,11,9,166,1119,567,15,14,25,19,178,12,15,8,8,0,0,0,28,1,12,FW,Groningen
Enric Llansana,NED,21.0,2002.0,21.0,14,1123,0,1,0,0,0.5,0.5,1.1,18,66,21,12.5,41,27,22,17,2,18,38,20,6,15,22,16,0,440,557,7454,2351,210,248,177,218,43,63,0.9,9,51,7,0,9,3,22.2,0,557,545,11,7,3,2,9,3,1,1,0,0,440,1,6,26,23,0,3,0,0,0,1,1,0,0,0,0,0,708,34,193,379,143,8,708,17,11,5,318,1450,730,7,3,11,11,380,22,4,0,9,0,0,0,84,24,29,MF,Go Ahead Eagles
Enzo Cornelisse,NED,19.0,2004.0,20.0,15,1340,0,0,0,0,1.1,1.1,0.2,14,49,7,14.9,23,12,13,10,0,11,18,7,5,7,9,40,0,563,691,10536,3223,219,249,278,312,61,114,0.4,2,49,1,0,8,2,12.5,1,691,646,43,21,0,4,11,17,4,1,3,0,563,2,5,8,6,1,0,1,0,0,1,0,0,0,1,0,0,814,80,320,446,53,13,814,7,3,1,436,2250,1421,8,0,12,2,508,7,10,0,11,0,0,0,79,19,25,DF,Vitesse
Erick Gutiérrez,MEX,27.0,1996.0,0.0,13,1462,2,2,0,0,1.4,1.4,1.4,12,94,8,16.2,50,29,29,19,2,23,51,28,7,15,25,11,0,843,985,14665,4148,385,421,353,398,79,113,1.8,11,92,7,0,18,6,15.8,0,985,954,29,28,3,6,4,1,0,0,0,0,843,2,9,28,27,0,0,1,0,0,3,2,0,0,1,0,0,1177,39,251,786,148,19,1177,7,4,2,607,2618,1017,14,1,16,7,732,26,14,1,4,0,0,0,124,35,32,MF,PSV Eindhoven
Evert Linthorst,NED,22.0,2001.0,23.0,16,1446,1,0,0,0,0.8,0.8,0.6,16,81,32,16.1,34,22,10,18,6,13,18,5,7,23,17,38,0,567,718,9684,2716,267,319,232,278,48,80,1.3,10,64,13,3,9,1,19.0,0,718,707,10,5,4,11,16,4,0,0,0,0,567,1,8,33,28,0,0,1,0,4,5,4,0,0,0,0,1,899,61,226,485,197,22,899,14,4,6,416,2002,934,17,1,11,5,520,24,9,1,16,0,0,0,106,16,14,MF,Go Ahead Eagles
Ezequiel Bullaude,ARG,21.0,2002.0,0.0,0,152,0,1,0,0,0.7,0.7,0.3,2,6,13,1.7,1,1,0,1,0,0,4,4,0,4,0,1,0,56,62,722,144,37,38,10,11,4,4,0.2,5,6,2,0,7,2,12.8,0,62,61,1,1,0,0,0,0,0,0,0,0,56,0,2,8,6,0,0,1,1,0,1,1,0,0,0,0,0,90,1,6,44,41,12,90,8,5,3,56,282,96,2,0,2,6,60,0,3,0,0,0,0,0,13,4,7,"MF,FW",Feyenoord
Fedde de Jong,NED,19.0,2004.0,0.0,1,76,0,0,0,0,0.0,0.0,0.0,2,3,4,0.8,1,1,1,0,0,1,1,0,0,0,0,3,0,33,44,538,116,15,21,16,18,2,4,0.2,0,3,0,0,0,0,0.0,0,44,41,3,0,0,0,1,3,0,0,0,0,33,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,2,17,23,12,2,51,2,2,0,33,224,70,1,0,1,2,33,0,0,0,1,0,0,0,10,1,0,DF,AZ Alkmaar
Federico Mattiello,ITA,27.0,1996.0,6.0,0,96,0,0,0,0,0.2,0.2,0.8,6,4,8,1.1,9,5,2,4,3,3,4,1,0,3,4,7,0,48,60,719,204,27,29,19,25,1,2,0.6,1,2,2,1,2,0,13.7,0,60,49,10,0,0,0,4,10,0,0,0,0,48,1,2,4,3,0,0,0,1,0,1,0,0,0,0,1,0,93,4,27,29,41,3,93,8,3,4,40,307,145,5,1,4,1,42,3,4,0,4,1,0,0,5,2,0,"DF,MF",Go Ahead Eagles
Felix Mambimbi,SUI,21.0,2002.0,0.0,3,301,0,1,0,0,0.3,0.3,0.3,12,6,29,3.3,9,2,3,5,1,5,11,6,0,2,3,2,0,51,84,673,174,32,40,14,27,2,6,0.3,5,1,5,1,4,1,17.5,0,84,77,6,1,0,0,8,2,1,1,0,0,51,1,7,8,5,1,1,0,1,0,1,1,0,0,0,0,0,136,6,23,48,67,11,136,12,1,10,93,542,280,7,6,13,9,97,2,10,1,8,0,0,0,18,1,2,"FW,MF",Cambuur
Fernando Pacheco Rivas,PER,23.0,2000.0,9.0,0,84,0,0,0,0,0.2,0.2,0.3,3,3,5,0.9,2,2,0,1,1,2,7,5,1,0,0,4,0,25,34,387,123,16,17,6,7,3,4,0.6,3,0,4,2,2,1,18.1,0,34,33,1,0,0,0,5,0,0,0,0,0,25,0,3,6,4,0,0,1,1,0,0,0,0,0,0,0,0,53,3,10,17,26,8,53,3,2,1,22,123,56,1,1,5,1,31,2,3,0,5,0,0,0,4,2,3,"FW,MF",Emmen
Finn Stokkers,NED,26.0,1997.0,24.0,11,1168,3,2,0,0,5.1,5.1,1.9,12,18,101,13.0,11,7,2,4,5,5,13,8,1,7,8,12,0,202,313,2705,556,127,181,49,69,10,20,2.1,23,13,10,4,40,10,13.4,1,313,305,6,0,2,1,16,0,0,0,0,0,202,2,9,49,35,0,1,11,1,1,5,5,0,0,0,0,0,472,10,38,156,281,79,472,16,4,11,252,908,314,4,6,41,24,352,11,17,5,16,0,0,0,43,43,42,"FW,MF",Go Ahead Eagles
Flip Klomp,NED,20.0,2003.0,1.0,0,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,16,11,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,5,1,0,8,0,0,0,2,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,MF,Volendam
Florent da Silva,FRA,19.0,2004.0,13.0,8,720,1,1,0,0,0.9,0.9,0.9,13,46,11,8.0,14,6,7,5,2,8,23,15,2,10,10,8,0,269,363,4182,1419,148,187,81,103,24,43,1.0,7,34,11,3,5,1,17.1,0,363,350,13,3,0,3,6,8,0,0,0,0,269,0,8,12,11,0,0,0,1,0,1,1,0,0,0,0,0,444,11,98,264,83,4,444,13,4,9,202,975,526,7,1,17,7,270,9,4,0,6,0,0,0,60,7,6,MF,Volendam
Florian Grillitsch,AUT,26.0,1997.0,10.0,4,422,0,0,0,0,0.0,0.0,0.1,6,35,13,4.7,9,7,1,5,3,5,10,5,2,6,12,4,0,428,475,7571,1827,188,203,186,200,45,56,0.5,3,49,7,0,1,0,13.1,0,475,456,18,12,0,5,2,1,4,0,0,0,428,1,4,13,12,1,0,0,0,0,1,1,0,0,0,0,0,523,16,108,328,89,4,523,3,0,3,332,1590,644,9,0,4,2,383,4,7,0,2,0,0,0,42,7,6,"MF,DF",Ajax
Florian Jozefzoon,SUR,31.0,1992.0,26.0,9,937,5,3,0,0,5.7,5.7,1.9,41,21,80,10.4,20,9,5,7,8,7,12,5,0,6,2,2,0,176,250,2410,550,119,143,44,64,8,18,2.6,9,11,7,1,29,10,13.5,1,250,225,23,5,1,0,29,2,10,7,2,0,176,2,12,28,14,3,7,1,1,2,7,3,1,2,0,1,0,383,1,38,125,227,59,383,40,16,21,230,1864,1117,29,14,32,10,267,4,9,7,29,0,0,0,27,5,9,"FW,MF",RKC Waalwijk
Florian Krüger,GER,23.0,2000.0,22.0,12,1114,4,2,0,0,4.1,4.1,2.5,29,29,69,12.4,18,13,7,7,4,9,19,10,4,12,3,10,0,188,293,2750,566,93,120,71,103,10,28,1.6,15,14,10,3,17,8,12.3,0,293,277,14,1,2,0,23,5,0,0,0,0,188,2,15,20,15,0,1,1,2,1,3,2,0,0,1,0,0,404,12,54,168,188,40,404,11,2,8,202,1287,741,23,8,21,11,266,14,7,1,23,0,0,0,37,11,14,"FW,MF",Groningen
Floris Smand,NED,19.0,2004.0,0.0,22,1753,0,0,0,0,0.1,0.1,0.0,11,46,3,19.5,19,15,15,3,1,8,17,9,17,11,38,100,0,949,1054,18806,5275,280,316,562,599,101,125,0.2,0,33,1,0,4,0,15.0,0,1054,1008,46,29,0,5,0,4,0,0,0,0,949,0,3,11,7,2,0,0,0,2,0,0,0,0,0,0,0,1271,214,729,532,15,7,1271,4,3,1,730,4544,2590,5,1,11,1,756,15,5,0,0,0,0,0,111,27,29,DF,Cambuur
Fodé Fofana,NED,19.0,2004.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,1,0,2,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,23,6,2,3,0,0,0,1,0.0,0,1,0,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,1,6,2,1,1,3,30,23,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,FW,PSV Eindhoven
Francesco Antonucci,BEL,23.0,2000.0,17.0,10,903,2,1,0,0,1.1,1.1,1.1,17,42,39,10.0,4,3,3,0,1,3,12,9,0,6,4,2,1,245,330,4383,1095,113,131,99,122,25,48,0.9,11,34,12,4,28,14,24.0,0,330,319,9,1,3,10,13,3,3,3,0,0,245,2,8,29,22,0,4,2,1,0,2,2,0,0,0,0,0,413,1,52,200,173,6,413,33,20,10,280,1662,820,16,2,12,8,316,8,16,2,13,0,0,0,49,0,3,"MF,FW",Volendam
Francisco Conceição,POR,19.0,2004.0,19.0,4,525,0,3,0,0,1.9,1.9,2.0,36,37,88,5.8,12,6,5,5,2,5,19,14,0,3,1,1,0,199,258,2956,774,114,137,69,83,10,17,1.4,12,7,22,1,19,6,16.4,0,258,248,10,2,1,1,15,4,4,0,0,0,199,0,11,20,16,0,1,1,2,0,4,4,0,0,0,0,0,344,2,33,98,222,57,344,34,13,17,252,1964,1086,13,22,20,8,252,10,13,1,15,0,0,0,25,3,6,"FW,MF",Ajax
Francisco Reis Ferreira,POR,25.0,1998.0,9.0,6,556,0,0,0,0,0.2,0.2,0.1,4,18,2,6.2,14,6,10,3,1,9,17,8,3,4,4,20,0,259,356,5590,2250,73,87,137,170,44,84,0.4,3,22,3,1,5,2,21.0,0,356,344,12,10,2,10,2,2,0,0,0,0,259,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,415,35,183,212,23,15,415,1,1,0,200,963,653,1,0,0,2,266,6,0,0,2,0,0,0,34,7,11,DF,Vitesse
Fredrik André Bjørkan,NOR,23.0,2000.0,0.0,1,68,0,0,0,0,0.0,0.0,0.2,1,4,9,0.8,2,0,1,0,1,1,2,1,1,0,0,2,0,41,52,545,110,24,27,17,20,0,1,0.1,1,2,3,0,1,0,21.3,0,52,41,11,0,0,0,2,11,0,0,0,0,41,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,11,24,27,2,62,1,0,1,18,130,59,1,0,1,0,37,2,0,0,2,0,0,0,5,0,1,DF,Feyenoord
Fredrik Aursnes,NOR,26.0,1997.0,0.0,2,180,0,0,0,0,0.1,0.1,0.9,4,26,5,2.0,2,1,2,0,0,1,2,1,2,2,2,0,0,151,176,2836,1002,54,58,73,83,18,28,0.5,5,25,5,1,2,1,19.4,0,176,170,6,3,1,0,5,1,2,0,1,0,151,0,1,10,10,0,0,0,0,0,2,2,0,0,0,0,0,192,3,30,118,46,3,192,2,2,0,100,600,300,7,0,1,0,145,1,0,0,5,0,0,0,16,3,5,MF,Feyenoord
Fredrik Oppegard,NOR,19.0,2004.0,8.0,5,554,0,0,0,0,0.1,0.1,0.30000000000000004,20,15,31,6.1000000000000005,17,10,10,7,0,12,16,4,0,8,5,23,0,236,300,3854,1363,126,142,78,106,24,33,0.30000000000000004,3,11,4,3,2,1,27.2,0,300,245,55,4,0,1,15,51,0,0,0,0,236,0,9,7,4,1,1,0,1,0,0,0,0,0,0,0,0,370,27,130,152,92,10,370,16,12,1,187,1025,595,7,2,7,4,205,5,9,0,15,0,1,0,35,4,3,DF,PSV Eindhoven + Go Ahead Eagles
Fábio Silva,POR,20.0,2003.0,0.0,5,607,4,1,1,1,4.0,3.2,1.4,13,8,63,6.7,3,1,1,1,1,0,11,11,1,3,1,5,0,137,199,1741,269,83,106,33,49,7,10,1.8,14,7,4,0,18,11,11.9,0,199,192,6,0,2,1,6,1,0,0,0,0,137,1,13,29,23,0,2,4,0,0,4,2,0,0,2,0,0,288,3,27,111,158,61,287,27,11,14,168,948,429,15,5,17,11,234,14,8,3,6,0,0,0,23,11,11,FW,PSV Eindhoven
Gabriel Vidovic,CRO,18.0,2005.0,25.0,14,1214,4,0,0,0,1.4,1.4,0.7,25,38,64,13.5,10,5,1,5,4,3,8,5,0,7,7,2,0,296,351,4354,851,167,183,100,109,16,26,1.1,13,22,10,1,22,10,18.0,0,351,345,6,1,2,0,3,3,0,0,0,0,296,0,12,41,27,0,6,2,6,0,2,1,0,1,0,0,0,517,6,73,229,227,47,517,68,29,26,348,2202,971,27,12,41,29,370,8,32,1,3,0,0,0,75,5,8,"FW,MF",Vitesse
Gaetano Oristanio,ITA,19.0,2004.0,27.0,24,1947,1,3,0,0,4.8,4.8,2.7,72,54,132,21.6,28,15,10,10,8,8,27,19,3,17,18,6,0,284,428,4164,1374,162,207,81,125,18,37,2.3,20,27,16,3,55,19,17.2,2,428,411,10,2,4,3,33,4,2,1,1,0,284,7,12,60,26,2,10,7,14,1,9,3,0,1,1,3,1,780,12,122,299,384,89,780,119,51,53,506,4032,2055,46,27,81,57,520,40,57,8,33,0,0,0,126,26,37,"MF,FW",Volendam
George Cox,ENG,24.0,1999.0,27.0,25,2154,0,1,0,0,0.6,0.6,1.4,27,61,57,23.9,38,23,21,14,3,20,42,22,18,22,45,49,0,713,1039,14525,5890,249,284,343,438,114,259,1.8,20,59,8,6,18,3,24.6,2,1039,751,285,38,1,7,108,197,50,18,28,0,713,3,38,43,18,21,0,4,0,0,3,1,1,0,1,0,0,1282,92,482,515,303,23,1282,27,9,12,552,2866,1431,17,4,29,6,593,17,24,2,108,0,0,0,142,14,12,DF,Fortuna Sittard
Gernot Trauner,AUT,30.0,1993.0,0.0,18,1606,0,0,0,0,0.8,0.8,0.2,24,109,6,17.8,36,26,17,16,3,19,28,9,12,7,26,52,0,1133,1269,21297,8324,409,448,596,644,118,153,0.5,6,101,3,0,11,2,13.4,0,1269,1250,19,15,0,6,0,4,0,0,0,0,1133,0,4,21,18,0,0,2,0,1,2,2,0,0,0,0,0,1447,117,527,865,60,17,1447,2,2,0,906,4755,3101,17,0,6,6,989,13,4,0,0,0,0,0,129,48,31,DF,Feyenoord
Gerrit Nauber,GER,30.0,1993.0,19.0,12,1129,0,0,0,0,0.5,0.5,0.0,3,31,6,12.5,15,9,8,7,0,5,9,4,9,5,17,61,3,469,564,9521,4132,150,165,251,278,62,109,0.2,0,36,1,0,8,1,14.5,0,564,512,52,32,0,6,3,10,0,0,0,0,469,0,3,9,5,0,0,4,0,0,0,0,0,0,0,0,0,689,128,373,280,40,14,689,1,1,0,349,1699,1023,3,0,3,1,384,6,4,0,3,0,0,0,62,22,22,DF,Go Ahead Eagles
Gianmarco Cangiano,ITA,20.0,2003.0,5.0,0,55,0,0,0,0,0.0,0.0,0.0,1,0,1,0.6,1,1,1,0,0,1,1,0,0,2,0,0,0,19,25,215,12,11,13,6,8,0,0,0.0,1,0,0,0,1,0,28.9,0,25,22,3,1,0,0,1,1,0,0,0,0,19,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,21,13,2,38,2,1,1,24,117,70,2,0,3,1,31,0,4,0,1,0,0,0,4,0,1,"MF,FW",Fortuna Sittard
Gijs Smal,NED,24.0,1999.0,0.0,34,2969,2,10,0,0,2.1,2.1,8.2,100,221,195,33.0,73,29,40,21,12,46,80,34,11,24,39,42,0,1831,2385,32379,12272,876,988,732,898,197,390,8.3,62,167,67,21,43,15,23.9,6,2385,2016,363,64,10,23,154,288,11,10,0,0,1831,6,54,125,97,16,2,3,6,1,18,15,2,1,0,0,0,2696,82,679,1212,832,51,2696,42,18,17,1460,8271,4838,83,5,32,15,1669,14,22,2,154,0,0,0,230,28,34,DF,Twente
Givairo Read,Unknown,17.0,2006.0,1.0,0,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,13,0,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DF,Volendam
Guus Til,NED,24.0,1999.0,0.0,19,1756,9,3,0,0,9.2,9.2,3.4,37,71,109,19.5,36,21,12,21,3,11,26,15,3,25,12,14,0,432,564,5943,1617,254,300,139,168,14,33,3.1,23,47,18,5,50,20,11.5,0,564,558,3,0,1,1,20,2,0,0,0,0,432,3,24,59,50,0,0,6,3,0,9,7,0,0,1,1,0,798,18,98,385,321,100,798,22,6,14,434,2209,1076,18,11,40,27,550,30,19,0,20,1,1,0,87,19,28,"MF,FW",PSV Eindhoven
Gyan de Regt,NED,19.0,2004.0,2.0,0,9,0,0,0,0,0.0,0.0,0.0,0,0,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,9,0,1,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,2,2,5,0,0,0,4,3,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,"FW,MF",Vitesse
Hans Mulder,NED,35.0,1988.0,2.0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,0,0.3,1,0,1,0,0,0,0,0,0,1,0,1,0,3,4,31,11,2,2,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,2,0,6,0,0,0,3,16,6,0,0,0,0,1,2,0,0,0,0,1,0,2,0,3,"MF,DF",RKC Waalwijk
Henk Veerman,NED,29.0,1994.0,29.0,11,1336,4,1,0,0,5.8,5.8,1.3,8,15,73,14.8,2,2,0,0,2,1,11,10,6,7,0,20,0,172,287,2487,422,87,139,59,95,12,17,1.0,15,14,5,1,34,12,12.5,0,287,249,38,0,0,0,10,1,1,0,0,0,172,0,8,23,17,0,3,3,0,0,5,3,0,1,1,0,0,426,25,41,193,193,77,426,13,8,5,198,731,270,3,7,29,18,284,10,1,20,10,0,0,0,21,37,56,FW,Volendam
Hidde ter Avest,NED,25.0,1998.0,20.0,9,872,0,0,0,0,0.1,0.1,0.4,16,42,53,9.7,26,16,11,10,5,16,23,7,2,4,17,40,0,437,592,6720,2993,248,281,152,215,24,60,0.6,7,31,8,6,4,3,15.8,0,592,448,144,11,0,2,34,133,0,0,0,0,437,0,20,21,16,4,1,0,0,0,2,1,1,0,0,0,0,704,56,223,273,210,14,704,8,3,5,260,1086,623,8,5,2,2,331,9,3,0,34,0,0,0,56,16,11,DF,Utrecht
Hussein Ali,SWE,20.0,2003.0,0.0,0,30,0,0,0,0,0.0,0.0,0.1,2,2,1,0.3,2,1,2,0,0,1,1,0,0,0,3,3,0,9,16,158,82,5,8,2,5,2,2,0.1,1,1,1,1,0,0,0.0,0,16,13,3,0,0,0,1,3,0,0,0,0,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,3,13,7,7,0,27,0,0,0,12,118,48,3,0,1,1,9,0,0,0,1,0,0,0,3,0,2,"DF,MF",Heerenveen
Håkon Evjen,NOR,22.0,2001.0,0.0,6,513,0,1,0,0,0.9,0.9,1.2,13,18,37,5.7,10,7,1,7,2,3,6,3,0,6,3,3,0,167,208,2561,490,93,106,55,65,11,22,1.5,11,9,10,3,14,3,21.4,0,208,190,18,3,0,3,19,3,12,4,2,0,167,0,5,22,15,5,0,1,0,1,3,3,0,0,0,0,0,264,7,29,86,151,17,264,12,5,6,163,913,329,8,4,10,7,176,3,4,0,19,0,0,0,27,3,1,FW,AZ Alkmaar
Ibrahim Cissoko,NED,19.0,2004.0,26.0,9,859,2,0,0,0,2.4,2.4,2.3,65,33,101,9.5,10,6,5,5,0,3,6,3,1,6,0,4,0,209,295,2770,903,130,151,68,96,4,17,2.9,14,15,12,4,24,5,15.9,0,295,289,6,0,0,0,27,6,0,0,0,0,209,0,10,38,21,0,6,4,7,0,1,0,0,0,0,1,0,434,5,42,150,246,67,434,68,25,27,325,2907,1788,43,34,29,9,337,4,31,2,27,1,1,0,31,6,4,FW,NEC Nijmegen
Ibrahim El Kadiri,NED,20.0,2003.0,17.0,8,767,0,2,0,0,1.0,1.0,2.4,33,31,91,8.5,19,11,14,3,2,9,18,9,0,8,3,5,0,211,274,3233,871,116,133,72,90,14,35,2.9,25,12,11,3,20,4,19.9,0,274,243,31,0,0,1,43,7,24,20,0,0,211,0,4,40,28,6,4,2,0,0,4,4,0,0,0,0,0,388,10,57,113,228,41,388,32,14,17,245,2071,1005,16,14,22,22,248,9,3,2,43,0,0,0,54,3,5,"FW,MF",Volendam
